SA1_7DIGITCODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,INA_DS_Separate_house,INA_DS_SemD_ro_tr_h_th,INA_DS_Flat_or_Apart,INA_DS_Other_dwelling,INA_DS_Not_stated,INA_Total,INS_DS_Separate_house,INS_DS_SemD_ro_tr_h_th,INS_DS_Flat_or_Apart,INS_DS_Other_dwelling,INS_DS_Not_stated,INS_DS_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
5124001,126,3,0,0,0,135,36,0,0,0,0,38,9,0,0,0,0,9,178,5,0,0,0,179
5124002,142,8,0,0,0,157,47,13,0,0,0,58,9,0,0,0,0,6,198,20,0,0,0,229
5124003,127,5,4,0,0,140,43,29,4,0,0,73,7,3,0,0,0,12,172,33,10,0,0,223
5124004,65,0,0,0,0,67,32,0,0,0,0,32,4,0,0,0,0,4,103,0,0,0,3,106
5124005,165,0,0,0,0,165,39,0,0,0,0,41,7,0,0,0,0,7,214,0,0,0,0,213
5124006,192,5,0,0,0,194,52,3,0,0,0,59,5,0,0,0,0,5,253,13,0,0,0,262
5124007,135,0,0,5,0,137,37,0,0,0,0,37,3,0,0,0,0,3,177,0,0,5,0,176
5124008,57,0,0,0,0,62,3,0,0,0,0,6,4,0,0,0,0,4,63,0,0,3,0,67
5124009,53,0,0,0,0,53,7,0,0,0,0,7,5,0,0,0,3,3,64,0,0,0,3,66
5124010,86,0,0,0,0,88,13,0,0,0,0,13,3,0,0,0,0,3,100,0,0,0,0,104
5124011,66,0,0,0,0,62,17,0,0,0,3,18,0,0,0,0,0,0,79,0,0,0,3,86
5124012,55,0,0,0,3,57,3,0,0,0,0,3,0,0,0,0,0,0,57,0,0,0,3,62
5124013,52,0,0,0,0,52,6,0,0,0,0,6,0,0,0,0,0,0,60,0,0,0,0,60
5124014,54,0,0,0,0,54,9,0,0,0,0,9,0,0,0,0,0,0,59,0,0,0,0,59
5124101,91,0,0,0,0,92,27,0,0,0,0,29,3,0,0,0,0,3,122,0,0,0,0,128
5124102,57,0,0,0,0,53,8,0,0,0,0,8,3,0,0,0,0,3,68,0,0,0,0,71
5124103,75,0,0,3,0,77,20,0,0,0,0,20,3,0,0,0,0,3,98,0,0,3,0,103
5124104,137,0,0,0,0,136,37,0,0,0,0,40,4,0,0,5,0,6,176,0,0,7,0,187
5124105,112,5,0,0,0,118,64,3,0,0,0,70,12,0,0,0,0,10,187,11,0,0,0,199
5124106,59,0,0,0,0,62,7,0,0,0,0,7,0,0,0,0,0,0,71,0,0,0,0,69
5124107,66,0,0,0,0,68,13,0,0,0,0,13,8,0,0,0,0,8,80,0,0,0,0,84
5124108,132,3,0,3,0,139,46,0,0,0,0,46,3,0,0,0,0,3,182,3,0,3,0,190
5124109,50,0,0,0,0,51,12,0,0,0,0,12,0,0,0,0,0,0,63,0,0,0,0,64
5124110,92,4,0,0,3,93,21,3,0,0,0,23,0,0,0,0,0,0,110,4,0,0,3,113
5124111,70,0,0,6,0,73,16,0,0,0,0,16,0,0,0,0,0,0,81,0,0,6,0,87
5124112,112,5,0,7,0,132,8,6,0,3,0,17,0,0,0,0,0,0,127,11,0,11,0,149
5124113,73,0,0,0,4,83,19,3,0,0,0,20,0,0,0,0,0,0,90,3,3,0,4,101
5124114,70,0,0,0,0,78,17,0,0,0,0,20,0,0,0,0,0,0,94,0,0,3,0,101
5124115,56,0,0,0,0,56,17,0,0,0,0,21,4,0,0,0,0,4,77,0,0,0,0,79
5124201,15,0,0,0,0,15,4,0,0,0,0,4,3,0,0,0,0,3,23,0,0,0,0,23
5124202,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,21,0,0,0,0,21
5124203,39,0,0,0,3,42,13,0,0,0,0,13,0,0,0,0,0,0,54,0,0,0,3,53
5124204,66,0,0,0,0,63,18,0,0,0,0,18,3,0,0,0,0,3,80,0,0,0,0,82
5124205,79,3,0,0,0,80,26,5,0,0,0,25,3,0,0,0,0,3,103,8,0,0,0,114
5124206,76,0,0,0,0,76,10,0,0,0,0,11,0,0,0,0,0,0,92,0,0,0,0,89
5124207,92,0,0,0,0,99,25,0,0,0,0,28,0,0,0,0,0,0,121,0,0,3,0,124
5124208,70,0,0,0,0,71,20,0,0,0,0,20,0,0,0,0,0,0,90,0,0,0,0,97
5124209,93,0,0,0,0,98,38,0,0,0,0,40,0,0,0,0,0,0,134,0,0,3,0,139
5124210,90,4,0,0,0,92,33,0,0,0,0,36,5,0,0,0,0,5,121,3,0,3,0,131
5124211,77,0,0,3,4,84,25,11,0,3,0,34,4,0,0,0,0,4,106,8,0,6,4,120
5124212,56,0,0,0,0,59,14,0,0,0,0,10,3,0,0,0,0,3,70,0,0,0,0,72
5124213,33,0,0,0,0,32,12,0,0,0,0,12,0,0,0,0,0,0,44,0,0,0,0,45
5124214,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,23
5124301,88,0,0,0,0,86,26,0,0,0,0,29,6,0,0,0,0,6,122,0,0,0,0,119
5124302,86,0,9,0,0,93,35,0,15,0,0,46,4,0,3,0,0,9,127,0,21,0,0,146
5124303,93,0,0,0,3,97,17,0,0,0,0,17,3,0,0,0,0,4,111,0,0,0,3,113
5124304,75,0,7,0,0,77,19,0,0,0,0,19,0,0,0,0,0,0,96,0,7,0,0,105
5124305,59,3,0,0,0,66,33,3,0,0,3,43,0,0,0,0,0,0,95,9,0,0,3,110
5124306,76,0,0,0,0,76,6,0,0,0,0,5,4,0,0,0,0,4,89,0,0,0,3,85
5124307,85,3,8,0,0,95,21,0,3,0,0,29,5,0,0,0,0,5,114,5,10,0,0,124
5124308,97,0,0,0,0,97,37,0,0,0,0,37,0,0,0,0,0,0,142,0,0,0,0,142
5124309,103,0,0,3,0,112,24,0,0,0,0,24,3,0,0,0,0,3,136,0,0,6,0,144
5124310,53,0,0,0,3,58,31,3,3,0,0,37,0,0,0,0,0,0,79,5,6,0,3,93
5124311,82,0,0,0,0,84,19,0,0,0,0,19,3,0,0,0,0,3,99,0,4,0,0,110
5124312,66,0,0,0,0,66,18,0,0,0,0,18,0,0,0,0,0,0,82,0,0,0,0,82
5124313,102,0,0,0,0,102,39,0,0,0,0,39,0,0,0,0,0,0,140,0,0,0,0,140
5124314,57,3,8,0,0,71,32,14,0,0,0,43,3,0,0,0,0,6,88,17,11,0,0,119
5124315,62,0,8,0,0,65,21,0,5,0,0,29,0,0,0,0,0,3,85,0,11,0,0,102
5124316,73,0,0,0,0,75,29,0,0,0,0,29,3,0,0,0,0,3,104,0,0,0,0,106
5124317,59,0,0,0,0,58,28,0,0,0,0,26,4,0,0,0,0,4,83,3,0,0,0,88
5124318,75,0,0,0,0,75,28,5,3,0,0,31,4,0,0,0,0,6,101,5,3,0,0,105
5124319,54,5,4,0,0,61,33,0,0,0,0,33,5,0,0,0,0,5,99,5,4,0,0,103
5124320,125,3,3,0,0,129,27,0,0,0,0,26,3,0,0,0,0,3,148,3,3,0,0,160
5124321,157,0,0,24,4,183,20,0,0,10,0,26,0,0,0,0,0,4,177,0,0,32,4,215
5124322,78,0,0,3,0,79,28,0,0,0,0,28,4,0,0,0,0,4,106,0,0,3,0,109
5124323,95,0,0,0,0,95,16,0,0,0,0,16,3,0,0,0,0,3,114,0,0,0,0,114
5124324,71,0,0,3,0,76,17,0,0,0,0,15,3,0,0,0,0,3,92,0,0,3,0,92
5124325,74,0,0,0,3,80,17,0,0,0,0,17,0,0,0,0,0,0,91,0,0,0,3,98
5124326,59,0,0,0,0,59,11,0,0,0,0,11,0,0,0,0,0,0,77,0,0,0,0,77
5124327,53,0,0,0,0,53,12,0,0,0,0,12,0,0,0,0,0,0,68,0,0,0,0,68
5124328,73,0,0,0,0,73,11,0,0,0,0,11,0,0,0,0,0,0,84,0,0,0,0,80
5124329,97,0,0,0,0,97,8,0,0,0,0,11,0,0,0,0,0,0,108,0,3,0,0,106
5124330,85,0,0,0,0,92,21,0,0,0,0,21,0,0,0,0,0,0,109,0,0,0,0,111
5124331,84,6,0,0,0,94,31,5,0,0,0,34,7,0,0,0,0,7,122,13,0,0,0,131
5124332,76,0,0,0,0,82,13,0,0,0,0,13,3,0,0,0,0,3,97,0,0,0,0,100
5124333,100,0,0,0,0,99,13,0,0,0,0,13,3,0,0,0,0,3,119,0,0,0,0,119
5124334,42,0,0,0,0,42,12,0,0,0,0,12,3,0,0,0,0,3,55,0,0,0,0,55
5124335,89,0,0,0,0,91,20,0,0,0,0,20,3,0,0,0,0,3,114,0,0,0,0,117
5124401,136,0,0,0,0,136,21,0,0,0,0,25,6,0,0,0,0,3,161,3,0,0,0,167
5124402,106,0,0,0,0,106,25,0,0,0,0,25,10,0,0,0,0,5,139,0,0,0,0,138
5124403,57,3,0,4,3,73,17,8,0,3,0,29,7,0,0,3,0,8,80,15,0,9,3,101
5124404,126,0,0,9,0,133,17,0,0,0,0,20,3,0,0,0,0,5,145,0,0,13,0,157
5124405,104,0,0,0,0,105,18,0,0,0,0,18,9,0,0,0,0,9,129,0,0,0,0,127
5124406,102,0,0,0,0,101,20,0,0,0,0,20,3,0,0,0,0,3,117,0,0,0,0,123
5124407,115,0,0,11,0,129,6,0,0,4,0,12,6,0,0,0,0,6,129,0,0,18,0,145
5124408,49,0,0,0,0,49,11,0,0,0,0,13,3,0,0,0,0,3,69,0,0,0,0,66
5124409,123,0,0,0,4,132,23,0,0,0,0,23,6,0,0,0,0,6,160,0,0,0,4,160
5124410,89,0,0,0,0,89,10,0,0,0,0,10,3,0,0,0,0,3,102,0,0,0,0,102
5124411,141,0,0,0,0,141,18,0,0,0,0,18,3,0,0,0,0,3,163,0,0,0,0,163
5124412,85,0,0,0,0,85,9,0,0,0,0,9,4,0,0,0,0,4,90,0,0,0,0,93
5124413,147,0,0,0,0,153,24,0,0,0,0,25,7,0,0,0,0,7,177,0,0,4,0,181
5124501,75,0,3,0,0,78,44,0,3,0,0,43,3,0,3,0,0,11,124,0,7,0,0,132
5124502,93,0,0,0,0,98,39,0,0,0,0,39,3,0,0,0,0,3,136,0,0,0,0,136
5124503,84,0,6,0,0,84,12,0,3,0,0,16,3,0,0,0,0,3,103,3,8,0,0,105
5124504,188,3,0,0,3,191,50,0,0,0,0,52,3,0,0,0,0,3,237,4,0,0,3,240
5124505,75,0,0,0,0,75,19,0,0,0,0,19,3,0,0,0,0,3,89,0,0,0,0,91
5124506,108,6,3,0,0,114,27,10,0,0,0,39,3,0,0,0,0,7,135,20,3,0,3,159
5124507,89,0,4,0,0,88,34,0,4,0,0,41,3,0,0,0,0,5,128,0,5,0,3,134
5124508,80,7,14,0,3,103,23,6,8,0,0,37,8,0,0,0,4,9,112,17,19,0,8,151
5124509,94,0,0,0,0,93,3,0,0,0,0,4,3,0,0,0,0,3,104,0,0,0,0,105
5124510,159,0,0,0,0,164,32,0,0,0,0,32,7,0,0,0,0,7,198,0,0,0,0,196
5124511,85,0,0,3,0,87,13,0,0,0,0,19,3,0,0,0,0,3,102,0,0,4,3,107
5124512,91,0,0,0,0,90,14,0,0,0,0,18,4,0,0,0,0,4,109,0,0,0,3,114
5124513,57,0,0,0,0,57,5,0,0,0,0,8,0,0,0,0,0,0,63,0,0,0,0,63
5124514,92,0,0,0,0,97,20,0,0,0,0,18,4,0,0,0,0,4,112,0,0,4,0,119
5124515,90,0,0,0,3,94,4,0,0,0,0,4,3,0,0,0,0,3,103,0,0,0,3,106
5124516,76,0,0,0,0,83,10,0,0,0,0,10,0,0,0,0,0,0,90,0,0,0,0,95
5124601,113,0,0,0,0,113,32,0,0,0,0,32,0,0,0,0,0,3,151,0,0,0,0,148
5124602,130,0,0,0,0,131,35,3,0,0,0,43,3,0,0,0,0,3,172,0,0,3,0,177
5124603,66,3,0,0,4,69,32,7,0,0,0,37,3,0,0,0,0,3,100,5,0,0,8,117
5124604,47,0,0,0,0,49,5,0,0,0,0,5,0,0,0,0,0,0,58,0,0,0,0,57
5124605,54,0,0,0,4,62,13,0,0,0,0,13,0,0,0,0,0,0,64,0,0,0,4,68
5124606,123,0,0,3,7,137,29,0,0,0,0,30,0,0,0,0,0,3,156,0,0,3,10,169
5124607,100,0,0,0,3,101,14,0,0,0,0,14,3,0,0,0,0,3,119,0,0,0,3,117
5124608,98,0,3,0,0,103,51,0,11,0,0,70,3,0,0,0,0,3,156,0,15,0,0,172
5124609,94,3,0,0,0,100,52,0,0,0,0,56,0,0,0,0,0,0,153,3,0,0,0,158
5124610,126,5,7,3,0,141,57,0,4,0,0,69,9,0,0,3,0,14,194,7,11,10,0,220
5124701,29,0,0,0,0,30,13,0,0,0,0,15,3,0,0,0,0,3,41,0,0,0,4,44
5124702,48,3,3,0,0,55,9,0,9,0,0,18,0,0,3,0,0,5,62,3,14,0,0,75
5124703,84,0,0,0,3,87,14,0,0,0,0,13,0,0,0,0,0,0,96,0,0,3,5,103
5124704,43,0,0,0,3,48,7,0,0,0,0,8,0,0,0,0,0,0,48,3,0,0,3,52
5124705,82,9,0,0,0,91,13,5,0,0,0,20,3,0,0,0,0,3,99,12,0,0,0,113
5124706,54,0,0,4,0,57,18,0,0,3,0,27,0,0,0,0,0,5,76,3,0,7,0,84
5124707,63,0,0,0,0,63,9,0,0,0,0,9,0,0,0,0,0,0,73,0,0,0,0,73
5124708,69,10,0,0,0,78,33,7,0,0,3,40,3,0,0,0,0,3,104,19,0,0,3,126
5124709,89,0,0,0,0,96,20,0,0,0,0,20,3,0,0,0,0,3,115,0,0,0,0,118
5124710,80,0,0,0,0,81,29,0,0,0,0,31,3,0,0,0,0,4,108,3,4,3,0,119
5124711,65,0,0,0,0,65,18,0,0,0,0,18,3,0,0,0,0,3,87,0,0,0,0,87
5124712,56,0,0,3,0,55,8,0,0,0,0,8,0,0,0,0,0,3,67,0,0,4,0,65
5124713,47,0,0,0,0,47,9,0,0,0,0,9,0,0,0,0,0,0,61,0,0,0,0,61
5124714,50,0,0,0,0,52,6,0,0,0,0,6,0,0,0,0,0,0,64,0,0,0,0,65
5124715,61,0,0,3,0,69,33,0,0,0,0,33,3,0,0,0,0,3,97,0,0,3,0,100
5124716,132,0,0,0,0,134,26,0,0,0,0,26,9,0,0,0,0,9,164,0,0,0,0,166
5124717,54,0,0,0,0,59,30,3,0,0,0,37,0,0,0,0,0,0,91,3,3,0,0,92
5124718,65,0,0,0,0,71,9,0,0,0,0,9,3,0,0,0,0,3,77,0,0,0,0,81
5124801,100,0,0,6,0,106,27,0,0,3,0,33,0,0,0,0,0,0,136,0,0,7,0,138
5124802,127,0,0,3,0,134,26,0,0,0,0,31,3,0,0,0,0,3,156,0,0,4,0,165
5124803,120,7,6,0,0,135,27,9,8,0,0,40,4,0,0,0,0,5,153,13,13,0,0,180
5124804,59,0,0,0,0,59,15,0,0,0,0,15,0,0,0,0,0,0,78,0,0,0,0,77
5124806,39,0,0,0,0,39,10,0,0,0,0,10,0,0,0,0,0,0,47,0,0,0,0,47
5124807,83,0,0,6,0,89,25,0,0,0,0,22,0,0,0,0,0,0,108,0,3,3,0,112
5124808,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
5124809,124,0,0,0,0,121,15,0,0,0,0,15,3,0,0,0,0,3,140,0,0,0,0,145
5124901,61,9,0,0,0,68,17,0,0,0,0,17,0,0,0,0,0,0,81,9,0,3,0,94
5124902,113,7,0,0,0,120,27,4,0,0,0,35,3,0,0,0,0,3,144,11,3,0,0,156
5124903,39,0,0,0,3,40,4,0,0,0,0,4,0,0,0,0,0,0,46,0,0,0,3,46
5124904,72,0,0,0,0,72,11,0,0,0,0,11,0,0,0,0,0,0,83,0,0,0,0,83
5124905,140,6,0,0,0,149,60,9,0,0,0,70,14,0,0,0,0,14,215,15,0,0,0,232
5124906,51,0,0,0,0,50,6,0,0,0,0,6,0,0,0,0,0,0,60,0,0,0,0,57
5124907,50,0,0,0,0,52,9,0,0,0,0,14,4,0,0,0,0,4,69,3,0,0,0,72
5124908,117,3,0,0,0,120,25,0,0,0,0,25,3,0,0,0,0,3,147,3,0,0,0,147
5124909,36,0,3,0,0,40,9,0,0,0,0,9,0,0,0,0,0,0,45,0,3,0,0,44
5124910,89,3,0,0,0,92,40,6,0,0,0,43,5,0,0,0,0,5,133,5,0,0,0,139
5124911,134,5,10,9,0,162,38,0,0,36,0,72,5,0,0,0,0,5,175,5,10,46,0,238
5124912,91,10,0,0,0,103,41,14,0,0,0,56,7,7,0,0,0,12,139,35,0,0,0,176
5124913,138,4,0,0,0,142,20,8,0,6,0,38,11,0,0,0,0,14,168,13,0,6,0,188
5125001,108,0,0,0,0,105,26,0,0,0,0,25,4,0,0,0,0,4,135,0,0,0,0,135
5125002,100,3,0,0,0,103,29,9,0,0,0,37,0,0,0,0,0,0,135,14,0,0,0,144
5125003,78,0,0,3,0,86,28,3,0,0,0,34,8,0,0,0,0,8,119,5,0,6,3,126
5125004,78,3,0,0,0,83,25,5,0,0,0,31,0,0,0,0,0,3,101,12,0,0,0,109
5125005,129,13,0,0,0,142,54,16,0,0,0,70,5,0,0,0,0,5,183,27,0,0,0,216
5125006,84,0,0,0,0,83,20,0,0,0,0,20,3,0,0,0,0,3,111,0,0,0,0,109
5125007,78,0,0,3,3,83,4,0,0,0,0,4,4,0,0,0,0,4,85,0,0,3,4,91
5125008,59,0,0,0,0,59,7,0,0,0,0,7,0,0,0,0,0,0,68,0,0,0,0,65
5125009,53,0,0,0,0,55,15,0,0,0,0,15,0,0,0,0,0,0,70,0,0,0,0,69
5125010,73,0,0,0,0,73,20,0,0,0,0,26,0,0,0,0,0,3,97,0,0,0,0,99
5125011,116,0,0,0,4,123,18,0,0,3,0,20,6,0,0,0,0,6,141,0,0,4,4,149
5125012,170,0,0,0,0,171,36,0,0,0,0,32,8,0,0,0,0,8,205,0,0,0,0,212
5125013,64,0,0,3,0,70,25,3,0,0,0,26,0,0,0,0,0,0,91,4,0,3,0,96
5125014,81,0,0,0,0,81,26,0,0,0,0,26,0,0,0,0,0,0,108,0,0,0,0,108
5125015,101,0,0,0,0,101,29,0,0,0,0,29,3,0,0,0,0,3,128,0,0,0,0,128
5125101,162,16,49,0,0,223,8,6,39,0,0,53,0,0,5,0,0,8,175,25,92,0,0,284
5125102,221,3,3,0,0,229,19,4,0,0,0,23,5,0,0,0,0,5,251,7,3,0,0,262
5125103,86,0,0,0,0,86,6,0,0,0,0,6,0,0,0,0,0,0,91,0,0,0,0,91
5125104,262,8,0,0,3,271,21,0,0,0,0,20,3,0,0,0,0,3,285,9,0,0,3,298
5125105,154,0,0,0,0,154,9,0,0,0,0,9,0,0,0,0,0,0,159,0,0,0,0,159
5125106,126,0,0,0,0,126,10,0,0,0,0,10,0,0,0,0,0,0,138,0,0,0,0,138
5125107,115,0,0,0,0,117,8,0,0,0,0,8,0,0,0,0,0,0,121,0,0,0,0,125
5125108,91,3,0,0,0,92,5,4,0,0,0,4,0,0,0,0,0,0,94,8,0,0,0,98
5125109,105,0,0,0,0,107,3,0,0,0,0,3,5,0,0,0,0,5,113,0,0,0,0,114
5125110,167,0,0,0,0,167,17,0,0,0,0,17,0,0,0,0,0,0,187,0,0,0,0,187
5125111,93,0,0,0,0,93,0,0,0,0,0,0,3,0,0,0,0,3,96,0,0,0,0,96
5125112,150,0,0,0,0,153,7,7,0,0,0,10,0,0,0,0,0,3,160,6,0,0,0,168
5125113,164,0,0,0,0,164,4,0,0,0,0,4,0,0,0,0,0,0,172,0,0,0,0,172
5125114,158,24,0,0,0,179,12,14,0,0,0,30,8,0,0,0,0,4,179,40,0,0,0,215
5125115,141,0,6,0,0,146,13,0,3,0,0,15,0,0,0,0,0,0,149,0,9,0,0,159
5125116,108,0,0,0,0,108,3,0,0,0,0,3,3,0,0,0,0,3,116,0,0,0,0,116
5125117,145,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,143
5125201,66,0,0,0,0,66,7,0,0,0,0,7,0,0,0,0,0,4,75,0,0,0,0,77
5125202,62,0,0,0,0,62,6,0,0,0,0,6,5,0,0,0,0,5,70,0,0,0,0,70
5125203,205,0,0,3,0,206,16,0,0,0,0,16,5,0,0,0,0,5,223,0,0,3,0,225
5125204,177,0,0,0,0,177,16,0,0,0,0,16,5,0,0,0,0,5,201,0,0,0,0,201
5125205,97,0,0,0,0,94,7,0,0,0,0,9,0,0,0,0,0,0,104,0,3,0,0,105
5125206,73,0,0,0,0,73,3,0,0,0,0,7,5,0,0,0,0,5,78,0,0,0,0,83
5125207,84,0,0,0,0,84,4,0,0,0,0,4,4,0,0,0,0,4,100,0,0,0,0,100
5125208,61,0,0,0,0,68,4,0,0,0,0,4,0,0,0,0,0,0,71,0,0,0,0,72
5125301,95,101,37,0,0,229,15,18,4,0,0,44,3,3,3,0,0,7,110,126,47,0,0,280
5125302,87,9,0,18,0,117,7,3,0,15,0,29,0,0,0,0,0,3,96,14,4,35,0,149
5125303,69,17,11,0,0,103,27,6,3,0,0,33,3,0,0,0,0,3,99,24,15,0,0,140
5125304,169,14,5,0,0,187,23,0,0,0,0,27,8,0,0,0,0,8,194,16,4,0,4,220
5125305,98,12,0,0,0,112,22,10,0,0,0,34,3,0,0,0,0,3,131,21,0,0,0,155
5125306,112,71,7,0,0,198,13,27,3,0,0,45,3,3,0,0,0,4,133,104,10,0,0,247
5125307,96,8,3,0,0,110,16,5,0,0,0,22,3,0,0,0,0,3,118,11,5,0,0,132
5125308,70,24,42,0,0,137,10,3,30,0,0,43,0,0,4,0,0,9,77,27,84,0,0,185
5125309,69,42,0,0,0,114,15,7,0,0,0,23,0,0,0,0,0,3,92,50,0,0,0,138
5125310,90,8,20,0,0,122,17,0,24,0,0,38,3,0,3,0,0,6,115,11,47,0,0,166
5125311,147,7,0,0,0,151,18,5,0,0,0,27,3,0,0,0,0,3,167,15,0,0,0,183
5125312,89,21,7,0,0,121,5,12,23,0,0,41,6,0,12,0,0,14,102,33,38,0,0,172
5125313,141,0,0,0,0,138,25,0,0,0,0,27,0,0,0,0,0,5,165,3,0,0,0,169
5125314,103,30,16,0,0,154,19,3,18,0,0,35,0,0,0,0,0,0,127,34,29,0,0,190
5125315,38,69,26,5,0,140,4,4,3,0,0,17,0,5,0,0,0,3,42,79,27,5,4,161
5125316,169,20,3,0,0,191,11,7,0,0,0,24,3,0,0,0,0,0,182,26,3,0,0,212
5125317,72,6,20,0,0,94,8,0,36,0,0,49,3,0,6,0,0,11,85,4,65,0,0,151
5125318,177,3,18,0,0,199,14,0,19,0,0,34,3,0,0,0,0,4,194,3,39,0,0,234
5125319,72,81,12,0,0,164,24,12,14,0,0,56,3,4,0,0,0,8,97,98,26,0,0,225
5125320,98,54,0,0,3,161,25,17,0,0,0,41,3,3,0,0,0,4,127,78,0,0,3,202
5125321,11,60,39,11,4,130,3,4,10,16,0,36,0,0,0,3,0,3,10,67,48,34,4,162
5125322,76,42,4,0,0,128,15,16,0,0,0,29,3,0,0,0,0,3,98,58,4,0,0,158
5125323,103,8,0,0,0,113,15,0,0,0,0,17,3,0,0,0,0,3,121,10,0,0,0,139
5125324,82,16,0,0,0,96,20,3,0,0,0,22,0,0,0,0,0,0,99,25,0,0,0,121
5125325,83,0,0,0,0,83,3,0,0,0,0,3,5,0,0,0,0,5,95,0,0,0,0,95
5125326,144,29,4,0,0,181,21,4,0,0,0,22,3,0,0,0,0,5,168,31,4,0,0,205
5125327,68,43,0,0,0,112,3,9,0,0,0,5,0,0,0,0,0,0,70,51,0,0,0,123
5125328,93,17,8,0,0,111,16,12,4,0,0,25,0,0,0,0,0,0,106,26,11,0,0,141
5125401,67,43,9,0,0,126,32,41,5,0,0,78,3,6,0,0,0,14,102,93,19,0,0,211
5125402,90,0,0,0,0,90,20,0,0,0,0,20,5,0,0,0,0,5,115,0,0,0,0,115
5125403,58,42,32,0,0,133,15,31,13,0,0,61,3,3,3,0,0,4,76,76,52,0,0,204
5125404,65,5,0,0,0,74,28,7,0,0,0,30,3,3,0,0,0,7,92,14,0,0,0,113
5125405,92,12,0,0,0,106,17,4,0,0,0,20,0,0,0,0,0,0,116,17,0,0,0,127
5125406,132,16,3,0,0,150,42,17,0,0,0,60,6,0,0,0,0,11,180,33,0,0,3,225
5125407,172,12,0,0,0,179,25,4,0,0,0,30,0,0,0,0,0,0,200,18,0,0,0,216
5125408,156,11,0,0,0,170,29,3,0,0,0,33,0,0,0,0,0,0,187,11,0,0,0,203
5125409,90,6,0,0,0,99,21,0,0,0,0,21,0,0,0,0,0,0,109,6,0,0,0,116
5125410,82,0,0,0,0,82,6,0,0,0,0,6,0,0,0,0,0,0,90,0,0,0,0,90
5125411,97,7,0,0,0,102,21,9,0,0,0,36,3,3,0,0,0,7,123,15,0,0,0,138
5125412,109,6,0,0,0,116,28,10,0,0,0,40,7,3,0,0,0,9,138,19,0,0,0,161
5125413,44,0,0,38,0,84,10,0,0,18,0,32,0,0,0,0,0,3,56,3,0,51,0,118
5125501,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
5125502,306,134,0,0,0,443,18,11,0,0,0,23,6,0,0,0,0,11,328,141,0,0,0,472
5125503,73,10,0,0,0,84,5,0,0,0,0,5,0,0,0,0,0,0,83,10,0,0,0,92
5125504,328,25,0,0,0,355,22,0,0,0,0,19,0,0,0,0,0,0,351,25,0,0,0,382
5125505,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4
5125506,352,4,0,0,0,357,33,0,0,0,0,30,8,0,0,0,0,8,389,3,0,0,0,391
5125507,228,0,0,0,0,228,13,3,0,0,0,10,4,0,0,0,0,4,247,3,0,0,0,248
5125508,361,14,0,0,0,383,10,4,0,0,0,13,3,0,0,0,0,3,382,18,0,0,0,403
5125509,266,0,0,0,0,268,15,0,0,0,0,21,3,0,0,0,0,3,283,0,0,0,0,287
5125510,143,10,0,0,0,151,6,3,0,0,0,10,5,0,0,0,0,5,158,10,0,0,0,170
5125511,197,4,0,0,0,203,10,0,0,0,0,15,3,0,0,0,0,3,214,8,0,0,0,222
5125601,22,0,0,0,0,22,3,0,0,0,0,3,4,0,0,0,0,4,34,0,0,0,0,34
5125602,108,0,0,0,0,108,9,0,0,0,0,15,5,0,0,0,0,5,125,0,0,0,0,122
5125603,52,0,0,0,0,52,4,0,0,0,0,9,3,0,0,0,0,3,59,0,0,0,0,62
5125701,200,0,0,10,0,212,8,0,0,0,0,8,3,0,0,0,0,3,214,0,0,10,0,220
5125702,82,0,0,0,0,84,15,0,0,0,0,15,0,0,0,0,0,3,101,0,0,0,0,103
5125703,114,0,0,0,0,114,14,0,0,0,0,14,3,0,0,0,0,3,134,0,0,0,0,134
5125704,105,0,0,0,0,106,29,0,0,0,0,29,6,0,0,0,0,6,134,0,0,0,0,136
5125705,199,0,0,0,0,199,32,0,0,0,0,32,0,0,0,0,0,0,232,0,0,0,0,232
5125706,75,0,0,0,0,79,29,0,0,0,0,29,3,0,0,0,0,3,109,0,0,0,4,108
5125707,78,0,0,0,0,76,9,0,0,0,0,9,3,0,0,0,0,3,92,0,0,0,0,93
5125801,162,0,0,0,0,160,31,0,0,0,0,31,4,0,0,0,0,4,195,0,0,0,0,197
5125802,193,0,0,0,0,193,20,0,0,0,0,20,3,0,0,0,0,3,214,0,0,0,0,214
5125803,247,6,0,0,4,254,16,0,0,0,0,16,3,0,0,0,0,3,263,6,0,0,4,272
5125804,96,0,3,0,0,101,13,0,0,0,0,13,6,0,0,0,0,6,112,0,3,0,0,114
