SA1_7DIGITCODE_2016,Intact_fam_no_oth_ch_pres_Fam,Step_fam_no_oth_ch_pres_Fam,Blend_fam_no_oth_ch_pres_Fam,Intact_fam_oth_ch_pres_Fam,Step_fam_oth_ch_pres_Fam,Blended_fam_oth_ch_pres_Fam,Oth_coup_fam_oth_ch_only_Fam,Tot_Families
5108431,39,5,0,0,0,0,0,52
5108432,45,3,3,0,0,0,0,52
5108433,51,3,0,0,0,0,0,58
5108434,25,0,0,0,0,0,0,28
5108435,27,0,3,0,0,0,0,33
5108436,22,5,0,0,0,0,0,27
5108437,34,3,0,0,0,0,0,38
5108501,53,0,0,3,0,0,0,59
5108502,54,3,0,0,0,0,0,57
5108503,37,4,6,0,0,0,0,51
5108504,30,3,3,0,0,0,0,42
5108505,32,5,0,0,0,0,0,33
5108506,59,5,7,0,0,0,0,75
5108507,51,3,6,0,0,0,0,62
5108508,57,0,3,0,0,0,0,63
5108509,52,0,4,4,0,0,0,66
5108510,48,3,0,0,0,0,0,55
5108511,41,3,3,0,0,0,0,43
5108512,35,0,3,0,0,0,0,43
5108513,48,8,4,0,0,0,0,58
5108514,30,0,0,0,0,0,0,33
5108515,30,3,0,0,0,0,0,38
5108516,56,0,0,0,0,0,0,58
5108517,37,3,3,0,0,0,0,47
5108518,35,0,0,0,0,0,0,31
5108519,37,3,0,3,0,0,0,46
5108520,57,7,3,0,0,0,0,66
5108521,51,7,4,3,0,0,0,58
5108522,36,0,0,0,0,0,0,36
5108523,53,4,0,0,0,0,0,54
5108524,69,10,4,0,0,0,0,82
5108525,24,3,0,0,0,0,0,32
5108526,44,4,0,0,0,0,0,50
5108527,40,6,0,0,0,0,0,45
5108528,32,3,0,0,0,0,0,35
5108529,37,3,4,0,0,0,0,46
5108530,49,5,0,0,0,0,0,51
5108531,63,3,4,0,0,0,0,67
5108532,32,4,3,0,0,0,0,40
5108533,0,0,0,0,0,0,0,0
5108534,0,0,0,0,0,0,0,0
5108535,57,0,4,4,0,0,0,61
5108536,36,0,3,0,0,0,0,37
5108537,60,5,0,0,0,0,0,74
5108538,0,0,0,0,0,0,0,0
5108539,61,5,3,3,0,0,0,73
5108540,32,3,3,0,0,0,0,43
5108541,48,4,0,0,0,0,0,53
5108542,44,0,0,0,0,0,0,51
5108543,50,3,0,0,0,0,0,59
5108544,23,4,0,5,0,0,0,35
5108601,11,3,0,0,0,0,0,16
5108602,68,3,0,3,0,0,0,73
5108603,33,0,0,0,0,0,0,33
5108604,22,0,0,3,0,0,0,22
5108605,43,3,0,0,0,0,0,48
5108606,28,0,0,0,0,0,0,28
5108607,44,0,0,0,0,0,0,44
5108608,40,0,0,0,0,0,0,37
5108609,36,0,0,0,0,0,0,36
5108610,41,0,0,0,0,0,0,45
5108611,20,0,0,0,0,0,0,20
5108612,41,5,0,0,0,0,0,47
5108613,43,5,0,0,0,0,0,54
5108614,81,3,3,0,0,0,0,93
5108615,40,3,3,0,0,0,0,43
5108616,96,7,0,0,0,0,0,103
5108617,69,7,0,0,0,0,0,75
5108618,55,3,0,0,0,0,0,58
5108619,29,0,0,0,0,0,0,30
5108620,0,0,0,0,0,0,0,0
5108621,64,6,0,0,0,0,0,69
5108622,64,4,3,0,0,0,0,64
5108623,57,3,0,3,0,0,0,67
5108624,54,4,0,0,0,0,0,59
5108625,48,0,0,0,0,0,0,49
5108626,62,3,0,0,0,0,0,69
5108627,35,3,0,0,0,0,0,40
5108628,32,0,0,0,0,0,0,40
5108629,38,3,3,0,0,0,0,46
5108630,46,3,0,0,0,0,0,53
5108631,44,4,0,0,0,0,0,49
5108632,56,3,5,0,0,0,0,63
5108633,30,3,0,0,0,0,0,32
5108634,44,7,0,0,0,0,0,54
5108635,35,6,4,0,0,0,0,42
5108636,42,0,3,3,0,0,0,46
5108637,39,0,0,0,0,0,0,40
5108638,40,0,3,0,0,0,0,42
5108639,48,0,0,0,0,0,0,50
5108640,77,0,0,0,0,0,0,80
5108641,45,8,3,0,0,0,0,56
5108642,48,3,4,0,0,0,0,59
5108643,38,3,0,0,0,0,0,39
5108644,50,0,0,0,0,0,0,53
5108645,60,0,0,0,0,0,0,61
5108646,73,5,0,0,0,0,0,77
5108647,28,3,0,0,0,0,0,32
5108648,70,0,0,0,0,0,0,74
5108649,40,4,3,0,0,0,0,43
5108650,65,3,0,0,0,0,0,75
5108651,46,7,0,0,0,0,0,62
5108652,43,0,4,0,0,0,0,47
5108653,61,4,0,0,0,0,0,64
5108654,43,0,3,0,0,0,0,50
5108655,46,0,0,0,0,0,0,46
5108656,56,5,0,0,0,0,0,67
5108657,66,3,0,3,0,0,0,70
5108658,0,0,0,0,0,0,0,0
5108659,36,0,0,0,0,0,0,42
5108701,0,0,0,0,0,0,0,0
5108801,31,0,0,0,0,0,0,38
5108802,0,0,0,0,0,0,0,0
5108803,31,0,0,0,0,0,0,35
5108804,27,3,0,0,0,0,0,31
5108805,46,4,0,0,0,0,0,54
5108806,63,0,0,0,0,0,0,70
5108807,42,5,0,0,0,0,0,43
5108808,30,7,3,0,0,0,0,38
5108809,27,3,0,0,0,0,0,30
5108810,52,3,0,0,0,0,0,53
5108811,54,3,0,3,0,0,0,62
5108812,35,5,0,0,0,0,0,39
5108813,40,3,3,0,0,0,0,48
5108814,80,7,3,0,0,0,0,85
5108815,70,0,0,0,0,0,0,67
5108816,68,3,4,0,0,0,0,69
5108817,49,7,0,0,0,0,0,56
5108818,58,10,3,0,0,0,0,67
5108819,69,5,0,0,0,0,0,78
5108820,25,4,0,0,0,0,0,31
5108821,37,3,0,0,0,0,0,38
5108822,45,3,0,0,0,0,0,48
5108823,29,0,0,0,0,0,0,35
5108824,45,7,0,0,0,0,0,53
5108825,27,8,0,0,0,0,0,39
5108826,18,5,0,0,0,0,0,28
5108827,26,4,0,0,0,0,0,25
5108828,43,0,0,0,0,0,0,49
5108829,30,3,4,0,0,0,0,34
5108830,40,4,0,0,0,0,0,47
5108831,41,0,0,0,0,0,0,43
5108832,24,0,0,0,0,0,0,24
5108833,63,6,0,3,0,0,0,71
5108834,35,4,4,0,0,0,0,40
5108835,79,4,0,0,0,0,0,82
5108901,56,3,0,0,0,0,0,65
5108902,48,0,0,0,0,0,0,50
5108903,18,0,0,3,0,0,0,19
5108904,0,0,0,0,0,0,0,0
5108905,26,0,0,0,0,0,0,28
5108906,30,4,0,0,0,0,0,38
5108907,58,3,0,0,0,0,0,59
5108908,108,3,0,0,0,0,0,113
5108909,75,4,0,0,0,0,0,84
5108910,0,0,0,0,0,0,0,0
5108911,51,0,0,0,0,0,0,54
5108912,70,6,3,0,0,0,0,76
5108913,54,8,0,0,0,0,0,64
5108914,106,11,7,0,0,0,0,123
5108915,23,0,0,0,0,0,0,23
5108916,57,5,4,0,0,0,0,67
5108917,69,0,0,4,0,0,0,71
5108918,74,0,0,0,0,0,0,73
5108919,8,0,0,0,0,0,0,12
5108920,53,3,0,0,0,0,0,59
5108921,70,3,0,0,0,0,0,75
5108922,123,3,3,0,0,0,0,130
5108923,76,0,4,0,0,0,0,81
5108924,48,8,0,0,0,0,0,51
5108925,71,3,0,0,0,0,0,81
5108926,129,3,7,0,0,0,0,132
5108927,30,0,0,0,0,0,0,33
5108928,0,0,0,0,0,0,0,0
5108929,66,3,0,0,0,0,0,75
5108930,90,3,3,0,0,0,0,100
5108931,49,3,0,0,0,0,0,53
5108932,66,3,0,0,0,0,0,75
5108933,74,4,0,0,0,0,0,86
5108934,27,3,0,0,0,0,0,33
5108935,54,3,0,0,0,0,0,62
5108936,48,3,0,0,0,0,0,52
5108937,0,0,0,0,0,0,0,0
5108938,59,4,0,0,0,0,0,64
5108939,30,0,3,0,0,0,0,30
5108940,34,0,0,0,0,0,0,34
5108941,80,5,0,0,0,0,0,88
5108942,64,3,0,0,0,0,0,66
5108943,75,3,4,0,0,0,0,85
5108944,59,3,0,0,0,0,0,66
5108945,27,3,0,0,0,0,0,33
5108946,82,0,0,0,0,0,0,82
5108947,47,0,0,0,0,0,0,47
5108948,81,3,3,0,0,0,0,94
5108949,54,0,0,0,0,0,0,57
5108950,50,3,7,0,0,0,0,63
5109002,39,3,0,0,0,0,3,45
5109003,32,3,3,0,0,0,0,40
5109004,47,8,3,0,0,0,0,63
5109005,51,7,0,0,0,0,0,63
5109006,37,0,0,0,0,0,0,36
5109007,45,6,0,0,0,0,0,51
5109008,35,6,0,0,0,0,0,44
5109009,44,0,0,0,0,0,0,48
5109010,34,0,4,0,0,0,0,34
5109011,25,4,0,0,0,0,0,30
5109012,40,4,0,0,0,0,0,45
5109013,70,5,0,0,0,0,0,76
5109014,44,8,0,3,0,0,0,49
5109016,84,4,0,0,0,0,0,88
5109017,59,4,3,0,0,0,0,72
5109019,38,3,0,0,0,0,0,39
5109020,67,6,3,0,0,0,0,76
5109021,40,9,0,0,0,0,0,50
5109022,82,4,0,0,0,0,0,83
5109023,56,3,7,0,0,0,0,67
5109024,42,0,0,0,0,0,0,42
5109025,56,0,3,0,0,0,0,60
5109027,58,0,0,0,0,0,0,64
5109028,62,10,0,0,0,0,0,74
5109029,42,0,0,0,0,0,0,49
5109030,51,7,3,0,0,0,0,64
5109031,36,3,3,0,0,0,0,39
5109032,49,5,0,0,0,0,0,51
5109033,50,0,3,3,0,0,0,52
5109034,34,5,3,0,0,0,0,34
5109035,23,0,0,0,0,0,0,28
5109036,41,5,0,0,0,0,0,47
5109101,0,0,0,0,0,0,0,0
5109201,40,3,0,0,0,0,0,44
5109202,46,4,0,0,0,0,0,51
5109203,56,3,0,0,0,0,0,59
5109204,56,0,3,0,0,0,0,55
5109205,52,5,0,0,0,0,0,56
5109206,41,3,0,0,0,0,0,41
5109207,49,10,4,0,0,0,0,60
5109208,21,5,0,0,0,0,0,26
5109209,27,0,0,0,0,0,0,31
5109210,16,0,0,0,0,0,0,21
5109211,12,4,0,0,0,0,0,18
5109212,11,3,0,0,0,0,0,12
5109213,31,5,0,0,0,0,0,35
5109214,20,3,0,0,0,0,0,18
5109215,11,0,0,0,0,0,0,16
5109216,29,5,0,0,0,0,0,33
5109217,54,4,0,0,0,0,0,58
5109218,60,3,0,0,0,0,0,63
5109219,62,6,0,0,0,0,0,68
5109220,16,4,0,0,0,0,0,25
5109221,36,3,3,0,0,0,0,44
5109222,33,0,0,0,0,0,0,30
5109223,30,3,0,0,0,0,0,37
5109224,45,3,0,0,0,0,0,52
5109225,40,0,7,0,0,0,0,41
5109226,39,4,0,0,0,0,0,48
5109227,24,0,0,0,0,0,0,31
5109228,37,3,0,0,0,0,0,47
5109229,16,3,0,0,0,0,0,19
5109230,68,4,0,3,0,0,0,73
5109231,35,4,0,0,0,0,0,42
5109232,63,10,0,0,0,0,0,69
5109301,34,6,3,0,0,0,0,44
5109302,46,0,0,0,0,0,0,48
5109303,42,5,3,0,0,0,0,58
5109304,38,3,0,0,0,0,0,39
5109305,53,0,0,0,0,0,0,60
5109306,61,0,4,0,0,0,0,60
5109307,72,0,3,0,0,0,0,77
5109308,114,0,3,0,0,0,0,123
5109309,22,0,0,0,0,0,0,23
5109310,36,3,0,0,0,0,0,45
5109311,22,3,0,0,0,0,0,31
5109312,25,3,0,3,0,0,0,31
5109313,19,0,0,0,0,0,0,21
5109314,33,3,0,0,0,0,0,37
5109315,32,0,0,0,0,0,0,34
5109316,81,3,0,0,0,0,0,84
5109317,83,9,0,0,0,0,0,90
5109318,63,0,0,0,0,0,0,60
5109319,24,3,0,0,0,0,0,25
5109320,77,5,0,0,0,0,0,80
5109321,75,0,0,0,0,0,0,81
5109322,50,0,0,0,0,0,0,58
5109323,47,3,0,0,0,0,0,50
5109324,36,0,0,0,0,0,0,37
5109325,49,0,0,0,0,0,0,52
5109326,45,0,0,0,0,0,0,49
5109327,126,7,4,0,0,0,0,127
5109328,45,4,0,0,0,0,0,46
5109329,129,8,3,0,0,0,0,147
5109330,0,0,0,0,0,0,0,0
5109401,24,0,0,0,0,0,0,25
5109402,23,4,0,0,0,0,0,27
5109403,54,7,4,0,0,0,0,63
5109404,39,0,0,0,0,0,0,39
5109405,69,3,0,0,0,0,0,74
5109406,81,6,0,0,0,0,0,95
5109407,40,5,0,0,0,0,0,46
5109408,48,4,0,0,0,0,0,55
5109409,72,0,0,0,0,0,0,69
5109410,67,3,0,0,0,0,0,74
5109411,50,0,0,0,0,0,0,50
5109412,52,3,4,0,0,0,0,58
5109413,46,4,0,0,0,0,0,51
5109414,46,4,0,0,0,0,0,53
5109415,50,0,0,0,0,0,0,51
5109416,0,0,0,0,0,0,0,0
5109417,32,3,0,0,0,0,0,33
5109418,38,5,0,0,0,0,0,41
5109419,30,3,3,0,0,0,0,39
5109501,18,0,0,0,0,0,0,24
5109502,30,0,0,0,0,0,0,25
5109503,28,0,0,0,0,0,0,34
5109504,23,0,0,0,0,0,0,25
5109505,25,4,3,0,0,0,0,30
5109506,35,0,0,0,0,0,0,35
5109507,49,0,0,0,0,0,0,48
5109508,32,3,0,0,0,0,0,39
5109509,30,3,0,0,0,0,0,31
5109510,30,0,0,0,0,0,0,31
5109511,60,3,0,0,0,0,0,65
5109512,32,4,0,0,0,0,0,34
5109513,47,0,0,0,0,0,0,49
5109514,52,3,0,0,0,0,0,52
5109515,26,7,3,0,0,0,0,33
5109516,34,3,0,0,0,0,0,39
5109517,34,0,0,0,0,0,0,39
5109518,32,0,0,0,0,0,0,30
5109519,27,0,0,0,0,0,0,34
5109520,32,0,0,0,0,0,0,33
5109521,34,0,0,0,0,0,0,36
5109522,28,4,0,0,0,0,0,33
5109523,31,0,0,0,0,0,0,38
5109524,23,0,0,0,0,0,0,25
5109525,27,0,0,0,0,0,0,29
5109526,42,3,0,0,0,0,0,44
5109527,28,4,0,0,0,0,0,33
5109528,28,0,0,0,0,0,0,33
5109601,39,6,0,0,0,0,0,41
5109602,13,0,0,0,0,0,0,13
5109603,59,4,0,0,0,0,0,62
5109604,49,3,0,0,0,0,0,56
5109605,128,8,3,0,0,0,0,135
5109606,37,0,0,0,0,0,0,39
5109607,43,0,0,0,0,0,0,46
5109608,57,3,0,0,0,0,0,62
5109609,30,0,0,0,0,0,0,34
5109610,54,0,0,0,0,0,0,57
5109611,56,4,3,0,0,0,0,61
5109612,74,3,0,0,0,0,0,80
5109613,64,0,0,0,0,0,0,67
5109614,56,0,0,0,0,0,0,56
5109615,57,0,3,0,0,0,0,56
5109616,57,10,0,0,0,0,0,66
5109617,71,3,0,0,0,0,0,76
5109618,78,4,3,0,0,0,0,87
5109619,63,0,0,0,0,0,0,63
5109620,68,3,0,0,0,0,0,67
5109621,65,0,5,0,0,0,0,70
5109622,28,3,0,0,0,0,0,30
5109623,62,4,3,3,0,0,0,75
5109624,170,11,3,4,0,0,0,182
5109625,65,0,0,0,0,0,0,63
5109626,62,0,0,0,0,0,0,64
5109627,0,0,0,0,0,0,0,0
5109628,72,3,0,0,0,0,0,80
5109629,40,0,0,0,0,0,0,37
5109630,53,3,0,0,0,0,0,52
5109631,87,7,0,0,0,0,0,92
5109701,33,0,0,3,0,0,0,35
5109702,37,3,0,3,0,0,0,44
5109703,21,0,0,0,0,0,0,23
5109704,49,0,0,0,0,0,0,46
5109705,37,0,3,0,0,0,0,44
5109706,70,0,0,0,0,0,0,75
5109707,24,0,0,0,0,0,0,25
5109708,28,0,3,0,0,0,0,38
5109709,48,0,0,0,0,0,0,51
5109710,32,0,0,0,0,0,0,34
5109711,35,0,0,0,0,0,0,42
5109712,48,0,0,0,0,0,0,51
5109713,49,0,0,0,0,0,0,50
5109714,30,0,0,0,0,0,0,35
5109715,76,4,0,0,0,0,0,85
5109716,63,0,0,0,0,0,0,62
5109717,57,0,0,0,0,0,0,56
5109718,59,7,0,0,0,0,0,63
5109719,45,0,3,0,0,0,0,47
5109720,37,5,0,0,0,0,0,36
5109721,31,3,0,0,0,0,0,39
5109722,45,4,0,0,0,0,0,48
5109723,48,9,0,0,0,0,0,60
5109724,21,0,0,0,0,0,0,21
5109725,45,0,0,0,0,0,0,42
5109726,0,0,0,0,0,0,0,0
5109727,64,4,0,0,0,0,0,69
5109728,14,3,0,0,0,0,0,16
5109729,45,3,0,0,0,0,0,53
5109730,87,0,0,0,0,0,0,89
5109731,78,3,0,0,0,0,0,83
5109732,73,7,0,0,0,0,0,81
5109733,79,4,0,0,0,0,0,83
5109734,0,0,0,0,0,0,0,0
5109801,52,3,3,0,0,0,0,57
5109802,55,4,5,0,0,0,0,60
5109803,41,10,0,0,0,0,0,55
5109804,34,3,0,0,0,0,0,39
5109805,41,6,3,0,0,0,0,54
5109806,29,4,0,0,0,0,3,36
5109807,38,0,0,0,0,0,0,41
5109808,47,0,5,0,0,0,0,52
5109809,35,0,0,0,0,0,0,40
5109810,49,6,0,7,0,0,0,60
5109811,38,5,0,0,0,0,0,44
5109812,22,3,0,0,0,0,0,22
5109813,23,0,0,0,0,0,0,26
5109814,55,4,4,0,0,0,0,62
5109815,38,3,0,0,0,0,0,48
5109816,49,3,0,3,0,0,0,62
5109817,54,4,5,0,0,0,0,65
5109818,0,0,0,0,0,0,0,0
5109819,46,0,3,0,0,0,0,49
5109820,77,7,6,3,0,0,0,85
5109821,62,3,3,3,0,0,0,75
5109822,75,3,0,0,0,0,0,79
5109823,68,3,5,3,0,0,0,73
5109824,55,3,8,0,0,0,0,61
5109825,58,3,3,0,0,0,0,69
5109826,26,5,0,0,0,0,0,36
5109827,70,3,3,0,0,0,0,80
5109828,66,4,0,0,0,0,0,71
5109829,59,3,0,0,0,0,0,61
5109901,20,0,0,0,0,0,0,20
5109902,78,11,5,3,0,0,0,99
5109903,0,0,0,0,0,0,0,3
5109904,38,3,3,0,0,0,0,42
5109905,58,7,3,0,0,0,0,72
5109906,60,6,8,3,0,0,0,73
5109907,72,3,0,0,0,0,0,77
5109908,0,0,0,0,0,0,0,0
5109910,65,9,8,3,0,0,0,77
5109911,24,6,0,3,3,0,0,35
5109913,52,0,3,0,0,0,0,59
5109914,180,17,13,3,4,0,0,216
5109915,82,4,5,0,0,0,0,92
5109916,38,6,3,0,0,0,0,49
5109917,38,7,7,0,0,0,0,49
5109918,42,3,10,0,0,0,0,57
5109919,66,9,3,0,0,0,0,81
5109920,18,4,0,0,0,0,0,22
5109921,57,5,4,0,0,0,3,71
5109922,78,3,11,0,0,3,0,88
5109923,21,3,0,0,0,0,0,34
5109925,76,9,4,0,0,0,0,87
5109927,86,6,4,0,0,0,0,102
5109929,44,11,9,0,0,0,0,61
5109930,31,6,5,0,0,0,0,44
5109931,37,3,4,0,0,0,0,47
5109932,40,6,4,3,0,0,0,50
5109933,38,3,0,0,0,0,0,44
5109934,0,0,0,0,0,0,0,0
5109936,80,0,9,0,0,0,0,87
5109937,28,3,0,0,0,0,3,33
5109938,61,0,3,0,0,0,0,59
5109939,32,3,3,0,0,0,0,37
5109940,32,0,3,0,0,0,0,38
5109941,35,0,3,0,0,0,0,39
5109942,104,3,7,0,0,0,0,114
5109943,62,6,7,3,0,0,0,74
5109944,51,3,0,0,0,0,0,54
5109945,69,7,3,0,0,0,0,81
5109946,34,3,3,0,0,0,0,38
5109947,20,5,3,0,0,0,0,31
5109948,55,3,5,0,0,0,0,65
5109949,94,5,10,0,0,0,0,104
5109950,19,8,3,0,0,0,0,31
5109951,58,3,3,0,0,0,0,67
5109952,51,9,7,0,0,0,0,67
5109953,40,0,3,3,0,0,0,52
5110001,83,11,10,0,0,0,0,106
5110002,74,7,4,0,0,0,0,82
5110003,162,9,10,0,0,0,4,185
5110005,56,3,3,0,0,0,0,62
5110006,58,5,4,0,0,0,0,68
5110008,65,5,6,3,0,0,0,86
5110009,53,7,5,3,0,0,0,63
5110010,65,5,8,0,0,0,0,79
5110011,68,8,6,0,0,0,0,87
5110012,0,0,0,0,0,0,0,0
5110013,37,0,0,0,0,0,0,43
5110014,68,3,4,0,0,0,0,77
5110015,56,0,4,0,0,0,0,61
5110016,77,13,0,0,0,0,0,89
5110017,73,4,8,0,0,0,0,85
5110018,79,4,3,0,0,0,0,87
5110019,68,9,7,0,0,0,0,81
5110020,100,4,7,0,0,0,3,110
5110022,226,12,13,8,0,0,0,258
5110023,71,4,0,0,0,0,0,79
5110024,71,5,6,0,0,0,0,87
5110025,92,11,3,3,0,0,0,107
5110026,50,5,3,0,0,0,0,61
5110027,285,17,13,4,0,0,0,319
5110028,67,4,6,0,0,0,0,79
5110029,60,3,3,0,0,0,0,68
5110101,36,4,0,0,0,0,0,37
5110102,34,0,4,0,0,0,0,38
5110103,116,12,0,0,0,0,0,132
5110104,44,4,3,0,0,0,0,57
5110105,37,4,8,0,0,0,0,43
5110108,62,6,0,3,0,0,0,71
5110109,52,6,4,0,0,0,0,62
5110110,59,4,5,3,0,0,0,67
5110111,74,7,3,0,0,0,0,90
5110115,54,0,7,0,0,0,0,66
5110116,58,9,3,0,0,0,0,68
5110117,24,3,0,0,0,0,0,33
5110118,33,0,3,0,0,0,0,39
5110119,26,0,3,0,0,0,0,29
5110120,37,3,3,0,0,0,0,45
5110121,21,3,3,0,0,0,0,21
5110122,54,0,11,0,0,0,0,66
5110123,61,0,3,0,0,0,0,65
5110124,27,9,0,0,0,0,0,38
5110125,35,3,0,0,0,0,0,35
5110126,34,0,3,0,0,0,0,42
5110127,20,3,0,0,0,0,0,23
5110128,28,3,0,0,0,0,0,34
5110129,60,0,0,0,0,0,0,62
5110130,36,3,0,5,0,0,0,48
5110131,0,0,0,0,0,0,0,0
5110132,26,3,0,0,0,0,0,31
5110133,38,4,0,0,0,0,0,46
5110134,59,4,0,0,0,0,0,68
5110135,47,3,3,0,0,0,0,53
5110136,56,7,4,0,0,0,0,60
5110201,40,3,4,0,0,0,0,47
5110202,39,7,7,0,0,0,0,50
5110203,21,0,3,0,0,0,0,25
5110204,46,6,6,0,0,0,0,53
5110205,28,4,0,0,0,0,0,34
5110206,15,0,3,0,0,0,0,19
5110207,30,5,3,0,0,0,0,38
5110208,44,4,0,0,0,0,0,51
5110209,32,0,0,0,0,0,0,35
5110210,25,3,0,0,0,0,0,26
5110211,40,5,4,0,0,0,0,44
5110212,37,7,0,0,0,0,0,47
5110213,41,3,3,3,0,0,3,51
5110214,49,0,3,3,0,0,0,57
5110215,31,0,0,0,0,0,0,37
5110216,40,3,0,3,0,0,0,52
5110217,35,0,0,0,0,0,0,40
5110218,47,3,3,0,0,0,0,58
5110219,45,4,3,3,0,0,0,51
5110220,43,4,0,0,0,0,0,48
5110221,25,0,0,0,0,0,0,25
5110222,36,3,0,0,0,0,0,47
5110303,0,0,0,0,0,0,0,0
5110304,0,0,0,0,0,0,0,0
5110305,0,0,0,0,0,0,0,0
5110306,69,3,0,0,0,0,0,69
5110307,63,0,0,0,0,0,0,63
5110308,86,6,3,5,0,0,0,94
5110309,59,3,0,0,0,0,0,64
5110310,76,5,0,0,0,0,0,80
5110311,58,0,0,0,0,0,0,57
5110312,74,3,0,0,0,0,0,78
5110313,56,10,7,0,0,0,0,75
5110314,91,3,3,0,0,0,0,92
5110315,79,10,5,0,0,0,0,101
5110316,42,5,0,0,0,0,0,49
5110317,8,0,0,0,0,0,0,5
5110318,0,0,0,0,0,0,0,0
5110319,80,4,0,0,0,0,0,80
5110320,43,4,5,0,0,0,0,53
5110321,74,5,3,0,0,0,0,86
5110322,65,3,0,0,0,0,0,72
5110323,30,0,0,0,0,0,0,30
5110324,96,3,3,0,0,0,0,103
5110326,86,6,0,0,0,0,0,95
5110328,64,0,3,0,0,0,0,68
5110329,73,4,3,4,0,0,0,90
5110334,92,11,4,0,0,0,0,105
5110335,82,5,3,0,0,0,0,94
5110336,0,0,0,0,0,0,0,0
5110337,70,3,0,0,0,0,0,78
5110338,54,3,0,0,0,0,0,63
5110339,117,6,3,3,0,0,0,126
5110340,44,3,0,0,0,0,0,47
5110341,88,3,3,3,0,0,0,99
5110342,66,3,3,3,0,0,0,76
5110343,99,5,3,0,0,0,0,106
5110344,85,12,0,0,0,0,0,101
5110345,59,0,0,0,0,0,0,65
5110346,79,0,0,0,0,0,0,84
5110347,93,3,3,0,0,0,0,95
5110348,94,0,5,0,0,0,0,97
5110349,113,10,3,0,0,0,0,121
5110350,73,3,0,0,0,0,0,80
5110351,68,8,3,0,0,0,0,77
5110352,117,3,3,0,0,0,0,135
5110353,70,0,0,0,0,0,0,69
5110354,70,11,4,0,0,0,0,81
5110355,0,0,0,0,0,0,0,0
5110356,115,6,0,0,0,0,0,126
5110357,154,8,9,0,0,0,0,169
5110358,44,7,0,0,0,0,0,53
5110359,102,4,0,3,0,0,0,111
5110360,25,0,0,0,0,0,0,25
5110361,51,3,0,0,0,0,0,56
5110362,67,0,3,0,0,0,0,66
5110363,44,3,0,0,0,0,0,54
5110364,82,8,10,0,0,0,0,94
5110365,57,0,3,4,0,0,0,67
5110366,84,3,0,3,0,0,0,87
5110401,0,0,0,0,0,0,0,0
5110402,36,0,0,0,0,0,3,37
5110403,56,3,0,3,0,0,0,63
5110404,41,7,0,0,0,0,0,48
5110405,38,6,3,0,0,0,0,46
5110406,22,3,0,0,0,0,0,27
5110407,61,4,3,3,0,0,0,76
5110408,37,5,3,0,0,0,0,46
5110409,38,0,3,3,0,0,0,44
5110410,49,9,3,0,0,0,0,55
5110411,52,4,0,0,0,0,0,58
5110412,38,3,0,0,0,0,0,43
5110413,51,6,8,3,0,0,0,64
5110414,44,6,0,0,0,0,0,50
5110415,86,6,5,3,0,0,0,91
5110416,66,3,0,4,0,0,0,76
5110417,57,5,3,0,0,0,0,69
5110418,45,7,6,3,0,0,0,55
5110419,22,4,3,3,0,0,0,28
5110420,57,0,6,4,0,0,0,67
5110421,51,3,3,0,0,0,3,61
5110422,61,9,3,3,0,0,0,77
5110423,42,4,4,0,0,0,0,48
5110424,37,0,0,0,0,0,0,46
5110425,33,0,0,0,0,0,0,38
5110426,67,4,0,3,0,0,0,76
5110501,51,6,6,0,0,0,0,60
5110502,26,9,5,0,0,0,0,32
5110503,27,3,0,0,0,0,0,26
5110504,50,3,5,0,0,0,0,52
5110505,84,4,3,0,0,0,0,94
5110506,63,3,4,0,0,0,0,68
5110507,76,7,3,0,0,0,0,89
5110508,51,9,3,0,0,0,0,59
5110509,45,3,0,3,0,0,0,52
5110510,115,7,0,0,0,0,0,127
5110512,56,4,0,0,0,0,0,66
5110513,29,3,0,0,0,0,0,34
5110514,70,7,7,0,0,0,0,81
5110515,29,0,0,0,0,0,0,29
5110517,63,3,6,0,0,0,0,73
5110518,92,9,3,0,0,0,0,102
5110519,79,9,0,0,0,0,0,88
5110520,65,7,3,0,0,0,0,74
5110522,80,7,6,0,0,0,0,92
5110523,83,11,8,0,0,0,0,99
5110524,38,4,3,0,0,0,0,42
5110526,72,0,3,0,0,0,0,79
5110528,60,12,0,0,0,0,0,73
5110530,76,6,4,0,0,0,0,84
5110531,39,3,3,0,0,0,0,50
5110532,0,0,0,0,0,0,0,0
5110533,97,3,3,0,0,0,0,109
5110534,26,4,3,0,0,0,0,35
5110536,29,3,3,0,0,0,0,33
5110537,66,3,3,0,0,0,0,73
5110538,59,7,3,0,0,0,0,75
5110539,35,4,0,0,0,0,0,44
5110540,25,0,0,0,0,0,0,27
5110541,41,3,0,0,0,0,0,39
5110542,66,0,0,0,0,0,0,66
5110543,0,0,0,0,0,0,0,0
5110544,60,3,3,0,0,0,0,67
5110545,97,13,3,0,0,0,0,105
5110546,59,4,0,0,0,0,0,60
5110547,118,4,4,0,0,0,0,126
5110548,56,0,7,0,0,0,0,62
5110549,55,0,0,0,0,0,0,58
5110550,53,4,0,0,0,0,0,59
5110551,40,10,4,0,0,0,0,50
5110552,42,0,3,0,0,0,0,41
5110553,40,3,0,3,0,0,0,51
5110601,0,0,0,0,0,0,0,0
5110701,74,4,3,0,0,0,0,78
5110703,33,0,0,3,0,0,3,40
